unique_sciname,unique_common_name
malus pumila,rowlatt
malus pumila,northern spy
fraxinus pennsylvanica,green vase
magnolia liliflora,nigra
alnus rubrum,NA
ilex aquifolium,variegata
populus beronlinesis,NA
acer x freemanii,autumn purple
acer,globosum
crataegus x lavallei,pauls scarlet
ginkgo bicolor,autumn gold
quercus alba,crimschmidt
acer rubrum,worplesdon
prunus serrulata,shirofugen
acer platanoides,pacific sunset
ulmus parvifolia,variegata
acer pseudoplatanus,atropurpurea
tsuga heterophylla,pendula
cornus controversa,variegata
malus hupehensis,NA
populus tremuloides,prairie gold
acer platanoides,cimmaron
magnolia x euchlora,NA
crataegus,galaxy
cornus x rutlan,aurora
styrax platanoides,globosum
pinus sylvestris,excelsa
malus pumila,grime
malus pumila,emneth early
malus pumila,gilliflower of glouce
abies alba,NA
larix leptolepis x decidua,NA
abies procera,NA
acer platanoides,autumn purple
liriodendron japonicum,NA
cercidiphyllum magnificum,NA
pseudotsuga menziesii,zebrina
acer rubra,karpick
cedrus libani,glauca pendula
acer rubrum,somerset
magnolia kousa,galaxy
picea abies,fat albert
betula parviflora,NA
carpinus betulus,atropurpureum
acer griseum,autumn applause
fagus sylvatica,atropurpureum
sequoiadendron giganteum,pendulum
cercidiphyllum,NA
ilex,variegata
cornus florida,cherokee chief
stewartia pseudoacacia,NA
sorbus araucana,NA
fraxinus,autumn purple
pinus avium,NA
cedrus americana,NA
abies x freemanii,autumn blaze
metasequoia glyptostroboides,shademaster
acer hippocastanum,baumannii
magnolia,frontier
fraxinus pennsylvanica,emerald queen
stewartia japonica,NA
pyrus communis,colette
carpinus betulus,pendula
malus pumila,schmidtberger
malus pumila,berner rosen
malus pumila,gravenstein
symplocos paniculata,NA
hydrangea,NA
cladrastis kentukea,espresso
cladrastis kentukea,fairview
acer palmatum,royal red
prunus,pink perfection
magnolia denudata,variegata
acer pseudoplatanus,variegata
cercis racemosa,NA
ulmus glabra,lutescens
parrotia persica,vanderwolfs pyramid
cornus kousa x nutalii,satomi
acer platanoides,prairie gold
acer platanoides,prairie spire
acer saccharinum,cutleaf silver maple
gleditsia triacanthos,shademaster honeylocust
carpinus betulus,pyramidal european hornbeam
tilia euchlora   x,crimean linden
hibiscus syriacus,rose of sharon
acer rubrum,bowhall red maple
crataegus mordensis,toba hawthorn
syringa reticulata,tree lilac
platanus acerifolia   x,london plane tree
acer platanoides,columnar norway maple
fraxinus pennsylvanica,patmore ash
fraxinus oxycarpa,caucasian ash
acer freemanii   x,armstrong red maple
fraxinus excelsior,golden desert ash
prunus serrulata,kwanzan flowering cherry
fraxinus oxycarpa,gold cloud ash
acer platanoides,schwedler norway maple
fraxinus americana,autumn applause ash
crataegus oxyacantha,english hawthorn
prunus serrulata,ukon japanese cherry
acer rubrum,brandywine red maple
malus yunnanensis,yunnanensis crabapple
acer pseudoplatanus,purple leaf sycamore maple
prunus cerasifera,pissard plum
prunus cerasifera,night purple leaf plum
acer rubrum,october glory red maple
prunus sargentii,sargent flowering cherry
cornus racemosa,grey dogwood
prunus sargentii,rancho sargent cherry
prunus simonii,appricot plum
fagus sylvatica,tricolor beech
acer macrophyllum,bigleaf maple
prunus padus,european birdcherry
ulmus glabra,scots elm
acer freemanii   x,autumn blaze red maple
gleditsia triacanthos,moraine honeylocust
parrotia persica,vanessa persian ironwood
acer truncatum,norwegian sunset maple
prunus avium,mazzard cherry
magnolia xx,magnolia 
sorbus aria,white beam mountain ash
chamaecyparis lawsoniana,lawson cypress/port orford ced
taxodium ascendens,ascending bald cypress
cornus kousa,pink kousa dogwood
malus floribunda,japanese flowering crabapple
quercus myrsinifolia,evergreen oak
acer palmatum,osakazuki japanese maple
tilia europaea   x,european linden
acer platanoides,globehead norway maple
acer rubrum,red sunset red maple
tsuga heterophylla,western hemlock
crataegus species,hawthorn species
carpinus betulus,franz fontaine hornbeam
fagus sylvatica,golden dawyck beech
acer platanoides,silver variegated norway maple
acer cappadocicum,red caucasian maple
betula pendula,young
picea glauca,dwarf alberta spruce
chamaecyparis obtusa,hinoki falsecypress
fagus sylvatica,dawyck
zelkova serrata,green vase zelkova
fagus sylvatica,pyramidal beech
crataegus oxyacantha,paul
acer campestre,queen elizabeth maple
prunus serrulata,seiboldi cherry
prunus subhirtella,whitcomb cherry
magnolia species,magnolia species
pyrus calleryana,chanticleer pear
cornus kousa,japanese dogwood
magnolia soulangeana  x,saucer magnolia
nyssa sylvatica,tupelo tower blackgum
prunus subhirtella,higan cherry
sorbus aucuparia,cardinal royal mountain ash
liquidambar styraciflua,worplesdon sweetgum
crataegus lavallei  x,lavallei hybrid hawthorn
populus trichocarpa,black cottonwood
fagus sylvatica,obelisk beech
malus zumi,redbud crabapple
zelkova serrata,village green zelkova
fagus sylvatica,purple dawyck beech
prunus cerasifera,thundercloud purple plum
cornus kousa,chinese kousa dogwood
quercus robur,pyramidal english oak
catalpa bignonioides,common catalpa
betula pendula,pyramidal european birch
fraxinus pennsylvanica,bergeson ash
prunus serrulata,shirofugen cherry
salix species,willow species
styrax japonica,japanese snowbell
acer freemanii   x,morgan red maple
fraxinus oxycarpa,raywood ash
fraxinus species,ash species
prunus avium,wild cherry
acer freemanii   x,freeman
fagus sylvatica,fernleaf copper beech
acer pennsylvanicum,snakebark maple
tilia cordata,chancellor linden
pyrus calleryana,aristocrat pear
fagus sylvatica,golden beech
acer campestre,red shine maple
carpinus caroliniana,pyramidal american hornbeam
sorbus aria,golden whitebeam
quercus palustris,green pillar pin oak
platanus acerifolia   x,bloodgood plane tree
gleditsia triacanthos,sunburst honeylocust
pyrus calleryana,capital pear
acer platanoides,princeton gold maple
acer platanoides,emerald lustre norway maple
picea species,spruce species
acer davidii,pere davids maple
robinia pseudoacacia,gold leaf black locust
prunus serrulata,pink perfection cherry
fagus sylvatica,icefire upright beech
fagus sylvatica,purple beech
acer cappadocicum,caucasian maple
magnolia loebneri  x,magnolia 
cornus xx,eddies white wonder dogwood
gleditsia triacanthos,halka honeylocust
amelanchier grandiflora x,apple serviceberry
fagus crenata,japanese beech
acer species,maple species
magnolia grandiflora,victoria magnolia
styrax japonica,snowcone japanese snowbell
juglans regia,carpathian walnut
fraxinus excelsior,golden european ash
prunus virginiana,bailey select chokecherry
acer miyabei,rugged ridge miyabe maple
liriodendron tulipifera,arnold tuliptree
fagus sylvatica,fernleaf beech
quercus garryana,garry oak
acer rubrum,autumn flame red maple
quercus frainetto,hungarian oak
crataegus mordensis,snowbird hawthorn
cornus species,dogwood species
sorbus alnifolia,alderleafed mountain ash
styrax obassia,fragrant snowbell
tilia cordata,degroot linden
gleditsia triacanthos,imperial honeylocust
prunus species,plum or peach species cherry
acer platanoides,fairview norway maple
acer platanoides,emerald queen norway maple
fraxinus pennsylvanica,prairie spire green ash
cupressocyparis   x leylandii,leyland cypress
malus species,apple species
prunus cerasifera,purple haze plum
chamaecyparis pisifera,sawara falsecypress
castanea sativa,spanish chestnut
nyssa sylvatica,wildfire blackgum
acer platanoides,conquest maple
parrotia persica,inges ruby vase ironwood
carpinus betulus,lucas columnar hornbeam
robinia pseudoacacia,globe or mophead acacia
fagus sylvatica,copper beech
tilia americana,big leaf linden
acer rubrum,northwood red maple
ostrya virginiana,eastern hornbeam
prunus sargentii,columnar sargent cherry
malus xx,red jewel crabapple
ginkgo biloba,ginkgo or maidenhair tree
fraxinus pennsylvanica,autumn gold ash
nyssa sylvatica,green gable blackgum
cercidiphyllum japonicum,red fox katsura
acer rubrum,karpick red maple
malus xx,snowcloud crabapple
acer campestre,evelyn hedge maple
tilia platyphyllos,bigleaf linden
sorbus species,mountain ash species
thuja plicata,golden giant arborvitae
acer platanoides,crimson sentry norway maple
prunus serrulata,great white cherry
chamaecyparis lawsoniana,weeping lawson cypress
aesculus carnea   x,ruby red horsechestnut
chamaecyparis pisifera,moss sawara falsecypress
malus pumila,common apple
fraxinus pennsylvanica,summit ash
abies koreana,korean fir
acer campestre,metro gold maple
sorbus aria,majestic whitebeam
acer palmatum,red japanese maple
acer palmatum,bloodgood japanese maple
alnus glutinosa,european black alder
prunus serrulata,snow goose cherry
picea omorika,bruns serbian spruce
castanea species,chestnut species
acer rubrum,redpointe maple
fagus sylvatica,purple fountain beech
fraxinus excelsior,westhofs glorie european ash
mespilus germanica,medlar apple
prunus domestica,common plum
cornus officinalis,cornel dogwood
malus xx,royalty crabapple
aesculus hippocastanum,baumann
malus pendula,weeping crabapple
acer platanoides,superform norway maple
crataegus douglasii,douglas hawthorn
rhamnus purshiana,cascara
chamaecyparis species,falsecypress species
fagus sylvatica,round leaf beech
acer platanoides,cutleaf norway maple
cornus controversa,giant dogwood
malus xx,tchonoski crabapple
liriodendron chinense,wild dragon chinese tuliptree
ilex species,holly species
carpinus betulus,globe hornbeam
tsuga mertensiana,mountain black hemlock
cornus kousa,china girl dogwood
prunus x hillieri,hillier spire cherry
abies grandis,grand fir
acer rubrum,columnar red maple
prunus subhirtella,autumn higan cherry
pyrus species,pear species
prunus blireana,purple plum
thuja occidentalis,pyramidal arborvitae
acer platanoides,purple norway maple
acer argutum,pointed leaf maple
acer platanoides,royal red norway maple
malus coronaria,wild sweet crabapple
crataegus monogyna,single seed hawthorn
prunus virginiana,commom chokecherry
acer platanoides,deborah norway maple
amelanchier laevis,allegheny serviceberry
acer cissifolium,NA
liriodendron chinense,chinese tuliptree
picea abies,christina columnar spruce
ficus carica,common fig
prunus cocomilia,italian plum
cornus nuttallii,goldspot dogwood
malus xx,prairie fire crabapple
laburnum watereri  x,waterer goldenchain tree
acer palmatum,taija japanese maple
acer saccharinum,wier cutleaf silver maple
prunus sweetheart,sweetheart cherry
prunus serrulata,weeping japanese cherry
acer platanoides,almira norway maple
ulmus hollandica   x,dutch elm
viburnum lentago,nannyberry
aralia elata,japanese angelica tree
acer platanoides,green mountain norway maple
fagus sylvatica,redleaf beech
davidia involucrata,dove or handkerchief tree
cornus florida,rainbow dogwood
acer nigrum,green column black maple
quercus palustris,sovereign pin oak
laurus nobilis,bay laurel
ficus species,fig species species
prunus serrulata,accolade cherry
parrotia persica,persian spire upright ironwood
cedrus species,cedar species
magnolia kewensis x,magnolia wada
fagus sylvatica,weeping beech
malus baccata,rosthern crabapple
ginkgo biloba,fastigiata maidenhair tree
calocedrus decurrens,california incense cedar
crataegus xx,vaughn hawthorn
hippophae rhamnoides,sea buckthorn
corylus americana,american filbert
acer palmatum,shojo japanese maple
pyrus calleryana,redspire pear
carpinus species,hornbeam species
cedrus deodara,little fountain deodar cedar
fraxinus excelsior,hesse
corylus maxima,giant filbert
acer platanoides,elwood norway maple
ulmus davidiana,discovery elm
picea sitchensis,sitka spruce
cornus florida,tricolor dogwood
metasequoia glyptostroboides,gold rush dawn redwood
betula pendula,weeping cutleaf birch
prunus lusitanica,portuguese laurel
acer pseudoplatanus,variegated sycamore maple
pinus sylvestris,dwarf scotch pine
thuja orientalis,oriental arborvitae
NA,greenlace norway maple
NA,commom juniper
NA,siebold
NA,oriental plane tree
NA,stinking ash
NA,yulan magnolia
NA,filbert species
NA,threadleaf japanese maple
NA,european purple birch
NA,epaulette tree
NA,sterling silver linden
NA,crimson queen japanese maple
NA,miyako cherry
NA,silver lining silver linden
NA,umbrella catalpa
NA,arborvitae species
NA,oregon ash
NA,turner
NA,englemann spruce
NA,saratoga ginkgo
NA,vilmorin mountain ash
NA,golden catalpa
NA,umbrella pine
NA,greenlace japanese maple
NA,veitch magnolia
NA,fall gold black ash
NA,japanese walnut
NA,american beauty crabapple
NA,leprechaun ash
NA,state street miyabe maple
NA,watson
NA,vanderwolfs pine
NA,pacific madrone/arbutus
NA,dr. pirone
NA,burgandy lace japanese  maple
NA,street keeper honeylocust
NA,chinese redbud avondale
NA,amanogawa japanese cherry
NA,dd blanshard magnolia
NA,faassen
NA,walnut species
NA,sweetbay magnolia moonglow
NA,silver queen maple
NA,camperdown elm
NA,plume cryptomeria
NA,venus dogwood
NA,globe catalpa
NA,harlequin ah
NA,golden colonnade ginkgo
NA,golden hinoki falsecypress
NA,sweetgum species
NA,white himalayan birch
NA,paperbark cherry
NA,catalpa species
NA,urban sunset maple
NA,hoop
NA,rivers purple beech
NA,parkway maple
NA,turkish mountain ash
NA,celebration red maple
NA,red rage blackgum
NA,june snow giant dogwood
NA,autumn splendor chestnut
NA,orangebark stewartia
NA,magnolia purple sensation
NA,joseph rock mountain ash
NA,cheals weeping cherry
NA,weeping nootka cypress
NA,shawnee brave bald cypress
NA,easy street norway maple
NA,harvest orange maple
NA,purple likiang spruce
NA,fullmoon maple
NA,laburnum species
NA,eastern mountain maple
NA,midget crabapple
NA,susan magnolia
NA,queen elizabeth norway maple
NA,skymaster english oak
NA,huangshan magnolia
NA,southern beech
NA,royal splendor crabapple
NA,aurora dogwood
NA,golden caucasian maple
NA,jade green norway maple
NA,glorybower
NA,pink flowering japanese snowbe
NA,noble fir
NA,purple leaf hazelnut
NA,purple catalpa
NA,india plum
NA,starlight dogwood
NA,southern sugar maple
NA,chinese wingnut
NA,kashmir cedar
NA,golden ash
NA,douglas maple
NA,allgold european ash
NA,alia
NA,crimson sunset norway maple
NA,pyramid black locust
NA,michelia tree
NA,blue nootka cypress
NA,upright persian ironwood
NA,meserve holly
NA,henry maple
NA,red lotus tree
NA,weeping katsura tree
NA,california redwood
NA,eley flowering crabapple
NA,flame amur maple
NA,cherokee sweetgum
NA,weeping mulberry
NA,streetside hedge maple
NA,rossica major rowan
NA,upright mountain ash
NA,summer chocolate mimosa tree
NA,pyramidal singleseed hawthorn
NA,weeping higan cherry
NA,variegated box elder
NA,gray poplar
NA,chinese crabapple
NA,diversifolia european ash
NA,himalayan white pine
NA,saskatoon berry
NA,jonagold apple
NA,manchurian birch
NA,japanese chestnut
NA,mulan magnolia
NA,contorted filbert
NA,golden oriental arborvitae
NA,corigo giant dogwood
NA,weeping goldenchain
NA,cutleaf english walnut
NA,sun valley red maple
NA,american dream swamp white oak
NA,cobblestone oak
NA,broadpetal lily tree
NA,cleveland norway maple
NA,swat magret purple beech
NA,eta filbert
NA,jade prince dawn redwood
NA,chinese tupelo
NA,oak leaf mountain ash
NA,golden candle goldenrain tree
NA,jefferson filbert
NA,fat albert blue spruce
NA,columnar swedish aspen
NA,korean stewartia
NA,"magnolia ""charles coates"""
NA,rose sargent crabapple
NA,weeping sequoia
NA,sargent crabapple
NA,caucasian wing nut
NA,ginger gold apple
NA,nordman fir
NA,yamhill filbert
NA,celestial shadow dogwood
NA,bitter cherry
NA,scouler
NA,purple giant filbert
NA,true shade honeylocust
NA,contorted shore pine
NA,china fir
NA,dawson
NA,zeni magnolia
NA,pendulous hybrid crabapple
NA,mountainmoon evergreen dogwood
NA,select green austrian pine
NA,chinese birch
NA,tea crabapple
NA,bosc pear
NA,castor aralia
quercus robur fastigiata,columnar english oak
carpinus species,hornbeam
liquidambar rotundiloba,rotundiloba sweetgum
ginkgo biloba ,ginkgo 
pyrus calleryana ,bradford callery pear
ulmus americana ,new harmony elm
platanus species,plane tree
liquidambar styraciflua ,sweetgum 
ulmus ,elm 
tilia americana ,redmond american linden
liquidambar stryaciflua ,sweetgum 
gleditsia triacanthos var. inermis ,skyline honeylocust
carpinus betulus,hornbeam 
quercus montana,rock chestnut oak
ulmus carpinifolia,siberian elm
cercis species,redbud
zelkova serrata ,green vase japanese zelkova
platanus x acerifolia ,exclamation london planetree
liquidambar styraciflua ,slender silhouette sweetgum
prunus yedoensis,prunus x yedoensis
gleditsia triacanthos var. inermis,thornless honeylocust
malus species,crabapple
prunus ,cherry 
amelanchier laevis,alleghany serviceberry
ostrya virginiana,american hop hornbeam
tilia americana ,american sentry linden
gleditsia species,honeylocust
gleditsia triacanthos var. inermis ,shademaster honeylocust
styphnolobium japonicum,japanese pagodatree
acer truncatum ,shantung maple
prunus serrulata ,kwanzan cherry
acer rubrum columnare,columnare red maple
cornus kousa,dogwood 
aesculus carnea,red horsechestnut
cornus florida var . rubra,NA
carpinus betulus ,european hornbeam
cornus florida ,cherokee princess dogwood
malus ,arnold crabapple
prunus ,okame cherry
syringa reticulata ,ivory silk japanese tree lilac
crataegus viridis ,winter king green hawthorn
magnolia virginiana ,moonglow sweet bay magnolia
gleditsia triacanthos var. inermis ,moraine honeylocust
malus ,donald wyman crabapple
amelanchier x grandiflora ,autumn brilliance service berry
pyrus calleryana ,whitehouse callery pear
magnolia liliflora x sprengeri,magnolia 
acer truncatum ,maple
malus ,adirondack crabapple
betula nigra ,dura heat
tilia species,linden
quercus nigra,water oak
quercus falcata,willow oak
crataegus oxyacantha superba ,crimson cloud hawthorn
nyssa sylvatica ,wildfire blackgum
quercus palustris ,green pillar oak
lagerstroemia indica ,crape myrtle 
prunus ,snowgoose cherry
ulmus parvifolia ,bosque elm
zelkova serrata ,chinese elm
zelkova serrata ,village green japanese zelkova
malus ,crabapple 
platanus x acerifolia,exclamation london planetree
acer platanoides ,deborah norway maple
paulownia tomentosa,royal paulownia
acer rubrum,sugar maple
lagerstroemia indica ,natchez crapemyrtle
prunus mume,japanese apricot
quercus ,darlington oak
crataegus lavallei,lavalle hawthorn
quercus palustris ,sovereign pin oak
pinus palustris,pin oak
quercus pagoda,cherrybark oak
ulmus pioneer,pioneer elm
acer campestre,red maple
ostrya virginiana,american hornbeam
prunus subhirtella var. autumnalis,cherry
cornus florida x kousa ,dogwood 
acer platanoides ,scarlet oak
ulmus hollandica ,groenveldt dutch elm
magnolia grandiflora ,bracken
carya species,hickory
ginkgo biloba ,ginkgo princeton sentry
gleditsia species,shademaster honeylocust
cercis canadensis,forest pansy redbud
liquidambar rotundiloba,sweetgum
quercus x warei,oak
liquidambar styraciflua ,rotundiloba sweetgum
platanus x acerifolia,littleleaf linden
pistacia chinensis,chinese pistachio
fraxinus pennsylvanica lanceolata,green ash
malus ,snowdrift crabapple
gleditsia triacanthos var. inermis ,imperial honeylocust
lagerstroemia indica ,tuscarora crapemyrtle
prunus yedoensis,prunus x yodoensis
acer negundo,boxelder maple
lagerstroemia indica ,crape myrtle
gymnocladus dioicus ,kentucky coffeetree
platanus x acerifolia,swamp white oak
amelanchier species,apple serviceberry
liquidambar styraciflua ,sweetgum
persimmon diospyros virginia,persimmon diospyros virginia
maackia amurensis,amur maakia
tilia cordata ,glenleven linden
gleditsia triacanthos var. inermis ,sunburst honeylocust
styphnolobium japonicum ,regent japanese pagodatree
populus species,poplar
cornus x ,celestial flowering dogwood
prunus virginiana ,canada red chekecherry
betula nigra ,cully
quercus shumardii,swamp white oak
eucommia ulmoides,willow oak
cercis chinensis,chinese redbud
prunus serrulata ,snowgoose cherry
ulmus americana,serviceberry
ulmus pumila,american elm
quercus marilandica,blackjack oak
thuja occidentalis,abrovitae
prunus serrulata ,cherry 
celtis occidentalis,river birch
laburnum species,golden chain tree
amelanchier arborea,alleghany serviceberry
acer buergerianum,hedge maple
ginkgo biloba,ginkgo 
ulmus parvifolia ,chinese elm
acer ginnala,elm
quercus species,nuttall oak
quercus palustris,accolade elm
ulmus americana ,elm
cornus florida x kousa ,stellar pink dogwood
magnolia x ,butterfly magnolia
cedrus deodora,deodar cedar
ulmus americana ,american elm
quercus laevis,turkey oak
carpinus betulus ,hornbeam 
zelkova serrata ,halka zelkova
cercis canadensis ,rising sun redbud
metasequoia glyptostroboides,bald cypress
prunus species,trident maple
prunus subhirtella var. autumnalis,higan cherry
magnolia species,saucer magnolia
acer saccharum ,columnare sugar maple
ulmus hollandica blandford,blandford dutch elm
quercus bicolor,willow oak
ulmus hollandica ,commelin dutch elm
cercis reniformis ,oklahoma redbud
quercus michauxii,swamp chestnut oak
liriodendron tulipifera ,little volunteer tuliptree
acer platanoides ,summershade norway maple
lagerstroemia indica ,muskogee crapemyrtle
acer saccharum ,seneca chief sugar maple
ginkgo biloba ,american sentry linden
quercus shumardii,nuttall oak
nyssa sylvatica ,blackgum
quercus palustris,red oak
quercus species,chestnut oak
syringa reticulata subsp. pekinensis ,peking tree lilac
fagus sylvatica ,copper beech
platanus x acerifolia,american sycamore
quercus ilicifolia,bear oak
acer negundo,adirondack crabapple
amelanchier species,downy serviceberry
prunus ,chokecherry
acer buergerianum,abrovitae
cladrastis kentukea,kentucky coffeetree
liriodendron tulipifera ,compactum tuliptree
acer campestre,american sentry linden
ulmus hollandica ,bea schwartz dutch elm
halesia tetraptera,mountain silverbell
tilia euchlora,crimean linden
prunus ,crape myrtle
celtis laevigata,hackberry
gleditsia triacanthos var. inermis ,honeylocust
celtis occidentalis,sugarberry
quercus muehlenbergii,american chinquapin
quercus robur ,english oak 
nyssa sylvatica,sweetgum 
platanus x acerifolia,plane tree
quercus x warei,pringreen green pillar oak
platanus occidentalis,sycamore maple
tilia species,silver linden
acer rubrum,columnare red maple
platanus species,london plane tree
tilia americana ,american linden
gymnocladus dioicus ,stately manor kentucky coffeetree
acer x freemanii,october glory red maple
acer ginnala,bald cypress
prunus serrulata ,purple leaf plum
acer truncatum ,freeman maple
acer x freemanii,deadfree elm
quercus lyrata,american sycamore
acer platanoides ,ginkgo 
cercidiphyllum japonicum,chinese pistache
quercus lyrata,white oak
zelkova serrata ,myrimar zelkova
liquidambar styraciflua,sweetgum 
betula nigra ,birch
ulmus species,cherry
acer negundo,trident maple
ulmus ,new horizon elm
ostrya virginiana,hornbeam
ostrya virginiana,eastern redbud
ulmus species,jefferson elm
quercus palustris ,pringreen green pillar oak
lagerstroemia indica,crape myrtle 
magnolia virginiana ,sweetbay magnolia
acer species,freeman maple
cornus florida x kousa ,dogwood
acer platanoides ,columnare norway maple
prunus serrulata ,sugar maple
magnolia virginiana,moonglow sweet bay magnolia
ulmus ,pioneer elm
quercus phellos,willow
prunus cerasifera ,thunder cloud plum
crataegus lavallei,green hawthorn
platanus x acerifolia ,london plane tree
crataegus lavallei,crabapple
amelanchier arborea x grandiflora ,autumn brilliance apple serviceberry
syringa reticulata subsp. pekinensis ,lilac
acer saccharum,red maple
pinus virginiana,chokecherry
quercus acutissima,scarlet oak
carpinus betulus ,hornbeam
cornus x ,dogwood 
quercus alba,swamp white oak
quercus bicolor,nuttall oak
acer buergerianum,amur maple
acer ginnala,magnolia
prunus serrulata ,cherry
quercus lyrata,willow oak
prunus virginiana ,chokecherry
prunus ,cherry
prunus x yodoensis,NA
quercus alba,overcup oak
longleaf pine pinus palustris,longleaf pine pinus palustris
liriodendron tulipifera,swamp white oak
styrax japonicas,japanese snowbell
taxus baccata,english yew
platanus occidentalis,london plane tree
amelanchier arborea x grandiflora ,autumn brilliance service berry
prunus x yedoensis,red maple
quercus imbricaria,yellow buckeye
amelanchier species,thornless honeylocust
cercis canadensis ,eastern redbud
robinia pseudoacacia ,frisia black locust
ulmus ,jefferson elm
juglans nigra,swamp white oak
pinus palustris,longleaf pine
acer platanoides ,swamp white oak
alibizia julibrissin,mimosa
magnolia acuminata ,elizabeth magnolia
pinus taeda,longleaf pine pinus palustris
fagus grandiflora,american beech
acer x freemanii,red maple
ulmus americana ,linden
pinus taeda,norway spruce
betula nigra,bald cypress
cercis reniformis ,eastern redbud
betula nigra,american sycamore
morus alba,elm
rhus typhina,downy serviceberry
quercus bicolor,overcup oak
acer buergeranum,white oak
pistacia chinensis,blackgum
diospyros virginiana,bur oak
robinia pseudoacacia ,purple robe black locust
toona sinensis,chinese toon
cercis canadensis,willow oak
populus caroliniana,carolina poplar
quercus x warei,regal prince oak
acer species,crape myrtle
gleditsia triacanthos var. inermis,shademaster honeylocust
acer species,silver maple
tilia americana ,willow oak
liquidambar rotundiloba,sweetgum 
chionanthus virginicus,crape myrtle
fagus sylvatica,american beech
cornus ,celestial flowering dogwood
amelanchier x grandiflora ,alleghany serviceberry
quercus bicolor ,swamp white oak
crataegus viridis ,green hawthorn
celtis occidentalis ,prairie pride common hackberry
aralia spinosa,devil
prunus cerasifera ,thunder cloud  plum
ilex decidua,possumhaw
juniperus virginiana ,NA
acer rubrum ,columnare red maple
prunus x yedoensis,prunus x yodoensis
magnolia grandiflora ,edith bogue magnolia
quercus species,scarlet oak
platanus species,american sycamore
ulmus americana,accolade elm
pyrus calleryana ,black locust
liriodendron tulipifera,compactum tuliptree
prunus species,purple leaf plum
ulmus ,american elm
quercus rubra,southern catalpa
styphnolobium japonicum,regent japanese pagodatree
juniperus scopulorum ,skyrocket juniper
cornus florida x kousa ,celestial flowering dogwood
liriodendron tulipifera,ash
crataegus viridis ,crabapple
styphnolobium japonicum,pagoda dogwood
morus alba,red mulberry
cercis canadensis,red oak
ulmus americana ,london plane tree
