unique_sciname,unique_common_name,genus_name,species_name
crataegus succulenta,fleshy hawthorn,crataegus,succulenta
malus adstringens,rosyblooms crabapple,malus,adstringens
symphoricarpus mexicanus,mexican snowberry,symphoricarpus,mexicanus
lonicera tatarica,red honeysuckle,lonicera,tatarica
pinus cembra,swiss stone pine,pinus,cembra
rhus glabra,smooth sumac,rhus,glabra
picea englemannii,engleman spruce,picea,englemannii
physocarpus opulifolius,common ninebark,physocarpus,opulifolius
euonymus alatus,burning bush,euonymus,alatus
physocarpus,ninebark species,NA,NA
pinus virginiana,virginia pine,pinus,virginiana
taxus,yew,NA,NA
alnus,alder species,NA,NA
prinsepia sinensis,cherry prinsepia,prinsepia,sinensis
abies balsamea,balsam fir,abies,balsamea
prunus tenella,russian almond,prunus,tenella
ribes aureum,golden currant,ribes,aureum
betula occidentalis,clump water birch,betula,occidentalis
juniperus sabina,savin juniper,juniperus,sabina
tilia mongolica harvest gold,harvest gold linden,tilia,mongolica
quercus rubra,red oak,quercus,rubra
shepherdia canadensis,russet buffaloberry,shepherdia,canadensis
picea mariana,black spruce,picea,mariana
prunus besseyi,western sandcherry,prunus,besseyi
cornus alternifolia,alternate leaf dogwood,cornus,alternifolia
prunus cerasifera,cherry plum,prunus,cerasifera
lonicera caerulea,haskcap,lonicera,caerulea
symphoricarpus alba,common snowberry,symphoricarpus,alba
acer spicatum,mountain maple,acer,spicatum
parthenocissus quinquefolia,virginia creeper,parthenocissus,quinquefolia
quercus gambeii,rocky mountain oak,quercus,gambeii
,gooseberry,NA,NA
pinus resinosa,red pine,pinus,resinosa
prunus sp,plum sp,NA,NA
fraxinus sp,ash sp,NA,NA
thuja occidentalis,eastern white cedar,thuja,occidentalis
magnolia sp,magnolia sp,NA,NA
pyrus calleryana,callery pear,pyrus,calleryana
syringa reticulata,ivory silk lilac,syringa,reticulata
acer nigrum,black maple,acer,nigrum
malus sp,apple sp,NA,NA
amelanchier sp,serviceberry sp,NA,NA
tilia americana,basswood,tilia,americana
salix sp,willow sp,NA,NA
juniperus sp,juniper sp,NA,NA
morus sp,mulberry sp,NA,NA
pyrus sp,pear sp,NA,NA
catalpa speciosa,northern catalpa,catalpa,speciosa
sorbus sp,mountain ash sp,NA,NA
picea sp,spruce sp,NA,NA
betula sp,birch sp,NA,NA
abies sp,fir sp,NA,NA
rhamnus sp,buckthorn sp,NA,NA
juniperus virginiana,eastern red cedar,juniperus,virginiana
sorbus hybrida,oakleaf mountain ash,sorbus,hybrida
ulmus sp,elm sp,NA,NA
liriodendron tulipifera,tulip tree,liriodendron,tulipifera
platanus x acerifolia,london plane tree,platanus,acerifolia
betula populifolia,gray birch,betula,populifolia
crataegus sp,hawthorn spp,NA,NA
prunus x cistena,purpleleaf sand cherry,prunus,cistena
populus sp,cottonwood sp,NA,NA
pinus sp,pine sp,NA,NA
phellodendron amurense,amur corktree,phellodendron,amurense
tilia x vulgaris,common linden,tilia,vulgaris
quercus sp,oak sp,NA,NA
acer sp,maple sp,NA,NA
juglans sp,walnut sp,NA,NA
syringa vulgaris,common lilac,syringa,vulgaris
larix laricina,tamarack,larix,laricina
taxus sp,yew sp,NA,NA
populus x canadensis,carolina poplar,populus,canadensis
chamaecyparis sp,false cypress sp,NA,NA
ostrya virginiana,eastern hophornbeam,ostrya,virginiana
ailanthus altissima,tree of heaven,ailanthus,altissima
heptacodium miconioides,seven son flower,heptacodium,miconioides
quercus robur fastigiata,english oak ,quercus,robur
metasequoia glyptostroboides,dawn redwood,metasequoia,glyptostroboides
aesculus sp,buckeye sp,NA,NA
sorbus americana,american mountain ash,sorbus,americana
magnolia acuminata,cucumber tree,magnolia,acuminata
carya sp,hickory sp,NA,NA
pinus mugo,mountain pine,pinus,mugo
caragana arborescens,siberian pea tree,caragana,arborescens
cornus sp,dogwood sp,NA,NA
quercus velutina,black oak,quercus,velutina
euonymus sp,euonymus sp,NA,NA
cotinus obovatus,american smoketree,cotinus,obovatus
prunus serrulata,japanese cherry,prunus,serrulata
prunus virginiana shubert,shubert chokecherry,prunus,virginiana
pyrus calleryana chanticleer,callery pear ,pyrus,calleryana
"tilia cordata """"glenleven""""",glenleven linden,tilia,cordata
acer freemanii,red maple ,acer,freemanii
quercus muehlenbergii,chinquapin oak,quercus,muehlenbergii
prunus pensylvanica,pin cherry,prunus,pensylvanica
platanus sp,sycamore sp,NA,NA
carpinus betulus,european hornbeam,carpinus,betulus
pyrus calleryana ,callery pear ,pyrus,calleryana
populus grandidentata,largetooth aspen,populus,grandidentata
prunus virginiana ,shubert chokecherry,prunus,virginiana
betula alleghaniensis,yellow birch,betula,alleghaniensis
carya cordiformis,bitternut hickory,carya,cordiformis
acer negundo,norway maple ,acer,negundo
zelkova sp,zelkova sp,NA,NA
corylus colurna,turkish hazelnut,corylus,colurna
acer platanoides columnare,norway maple ,acer,platanoides
pseudotsuga menziesii,douglas fir sp,pseudotsuga,menziesii
juglans regia,english walnut,juglans,regia
tilia cordata glenleven,glenleven linden,tilia,cordata
ginkgo biloba fastigiata,ginkgo biloba ,ginkgo,biloba
amelanchier arborea,downy serviceberry,amelanchier,arborea
acer tataricum,tatar maple,acer,tataricum
"tilia cordata """"corzam""""",,tilia,cordata
acer freemanii jeffersred tm,,acer,freemanii
acer fremanii jeffersred tm,,acer,fremanii
celtis accidentalis,,celtis,accidentalis
quercus sp,red oak,NA,NA
ostrya virginiana,american hophornbeam,ostrya,virginiana
pyrus sp,norway maple ,NA,NA
glenditsia traicanthos,,glenditsia,traicanthos
robinia pseudoacacia,locust sp,robinia,pseudoacacia
cladrastris kentukea,american yellowwood,cladrastris,kentukea
nyssa sylvatica,black gum,nyssa,sylvatica
larix larcina,american larch,larix,larcina
thuja occidentalis ,emerald cedar,thuja,occidentalis
liquidambar stryaciflua,sweetgum,liquidambar,stryaciflua
lagerstroemia indica ,crepe myrtle,lagerstroemia,indica
crataegus viridis ,winter king hawthorn,crataegus,viridis
platanus acerifolia ,london planetree,platanus,acerifolia
lagerstroemia indica,crepe myrtle,lagerstroemia,indica
ulmus americana ,american elm ,ulmus,americana
acer saccharum ,sugar maple,acer,saccharum
liquidambar stryaciflua ,sweetgum,liquidambar,stryaciflua
prunus okame,okame cherry,prunus,okame
syringa reticulata,ivory silk tree,syringa,reticulata
cercis canadensis ,oklahoma redbud,cercis,canadensis
tilia cordata ,littleleaf linden,tilia,cordata
styrax japonicus ,japanese snowbell,styrax,japonicus
liriodendron tulipifera,yellow poplar,liriodendron,tulipifera
lagerstroemia indica,crapemyrtle,lagerstroemia,indica
amelanchier spp.,shadbush,amelanchier,spp
prunus spp.,cherry,prunus,spp
ilex ambigua,carolina holly,ilex,ambigua
pinus strobus,white pine,pinus,strobus
plantanus occidentalis,sycamore,plantanus,occidentalis
malus spp.,crabapple,malus,spp
halesia carolina,carolina silverbell,halesia,carolina
crataegus spp.,hawthorn species,crataegus,spp
quercus shumardi,shumard oak,quercus,shumardi
liriodendron tulipifera,tulip poplar,liriodendron,tulipifera
tilia americana,american basswood,tilia,americana
prunus domestica,plum,prunus,domestica
quercus laurifolia,laurel oak,quercus,laurifolia
amelanchier grandiflora,serviceberry,amelanchier,grandiflora
prunus kwansan,kwansan cherry,prunus,kwansan
gymnocladus dioicus,kentucky coffee tree,gymnocladus,dioicus
nyssa sylvatica,black tupelo,nyssa,sylvatica
quercus falcata,southern red oak,quercus,falcata
quercus stellata,post oak,quercus,stellata
cupressocyparis leylandii,leyland cypress,cupressocyparis,leylandii
pinus virginana,virginia pine,pinus,virginana
zelkova serrata,zelkova,zelkova,serrata
cornus kousa,kousa dogwood,cornus,kousa
pyrus calleryana,bradford pear,pyrus,calleryana
platanus acerifolia,london planetree,platanus,acerifolia
thuja occidentalis,northern white cedar,thuja,occidentalis
quercus prinus,chestnut oak,quercus,prinus
pinus taeda,loblolly pine,pinus,taeda
ilex spp.,holly species,ilex,spp
pinus rigida,pitch pine,pinus,rigida
metasequia glyptostroboides,dawn redwood,metasequia,glyptostroboides
ilex opaca,american holly,ilex,opaca
pinus echinata,shortleaf pine,pinus,echinata
carpinus caroliniana,ironwood,carpinus,caroliniana
ostrya virginiana,hophornbeam,ostrya,virginiana
sassafras albidum,sassafras,sassafras,albidum
cryptomeria japonica,japanese cryptomeria,cryptomeria,japonica
prunus nigra,canadian plum,prunus,nigra
carya glabra,pignut hickory,carya,glabra
prunus x okame,okame cherry,prunus,okame
prunus x incamp,okame cherry,prunus,incamp
picea spp.,spruce species,picea,spp
albizia julibrissin,mimosa,albizia,julibrissin
acer truncatum,pacific sunset maple,acer,truncatum
picea brewerana,brewer spruce,picea,brewerana
prunus cerasifera,purple leaf plum,prunus,cerasifera
cornus nuttallii,pacific dogwood,cornus,nuttallii
ulmus parvifolia,chinese elm,ulmus,parvifolia
magnolia grandiflora,southern magnolia,magnolia,grandiflora
sophora japonica,japanese pagoda tree,sophora,japonica
carya tomentosa,mockernut hickory,carya,tomentosa
chamaecyparis lawsoniana,lawson cypress,chamaecyparis,lawsoniana
prunus serrulata var ,kwanzan cherry,prunus,serrulata
ulmus spp.,elm species,ulmus,spp
broussonetia papyrifera,paper mulberry,broussonetia,papyrifera
tsuga caroliniana,carolina hemlock,tsuga,caroliniana
malus glabrata,baltimore crabapple,malus,glabrata
"ilex x """"nellie r stevens""""",nellie stevens holly,ilex,nellie
acer pensylvanicum,striped maple,acer,pensylvanicum
crataegus viridis,winter king hawthorn,crataegus,viridis
ilex x attenuata,fosters holly,ilex,attenuata
salix caroliniana,coastal plain willow,salix,caroliniana
chamaecyparis thyoides,atlantic white cedar,chamaecyparis,thyoides
vitex agnus castus,chastetree,vitex,agnus
diospyros virginiana,persimmon,diospyros,virginiana
chamaecyparis nootkatensis,nootka cypress,chamaecyparis,nootkatensis
pinus glabra,spruce pine,pinus,glabra
prunus subhirtella,weeping cherry,prunus,subhirtella
magnolia x soulangiana,saucer magnolia,magnolia,soulangiana
quercus virginiana,live oak,quercus,virginiana
cedrus deodara,deodar cedar,cedrus,deodara
cercis canadensis,oklahoma redbud,cercis,canadensis
sorbus alnifolia,korean mountain ash,sorbus,alnifolia
ilex fosteri,foster holly,ilex,fosteri
magnolia virginiana,sweetbay magnolia,magnolia,virginiana
picea rubens,red spruce,picea,rubens
pinus pungens,table mountain pine,pinus,pungens
olea europaea,olive,olea,europaea
salix x chrysocoma,weeping willow,salix,chrysocoma
ulmus davidiana,japanese elm,ulmus,davidiana
diospyros virginiana,common persimmon,diospyros,virginiana
amelanchier canadensis,serviceberry,amelanchier,canadensis
cornus alternifolia,pagoda dogwood,cornus,alternifolia
platanus occidentalis,sycamore,platanus,occidentalis
viburnum nudum,possumhaw viburnum,viburnum,nudum
cornus florida ,flowering dogwood,cornus,florida
amelanchier canadensis ,serviceberry,amelanchier,canadensis
taxodium distichum,bald cypress,taxodium,distichum
quercus nuttallii,nuttall oak,quercus,nuttallii
hamamelis virginiana,witch hazel,hamamelis,virginiana
ulmus americana ,princeton elm,ulmus,americana
crataegus viridis  ,winter king hawthorn,crataegus,viridis
cercis canadensis ,forest pansy redbud,cercis,canadensis
viburnum prunifolium,blackhaw viburnum,viburnum,prunifolium
magnolia virginiana,sweet bay magnolia,magnolia,virginiana
virburnum nudum,possumhaw viburnum,virburnum,nudum
acer rubrum ,red maple,acer,rubrum
betula nigra ,river birch,betula,nigra
prunus kanzan,kwanzan cherry,prunus,kanzan
ilex x attenuata ,foster holly,ilex,attenuata
oxydendrum arboreum,sourwood,oxydendrum,arboreum
amelanchier grandiflora ,serviceberry,amelanchier,grandiflora
robinia pseudoacacia ,black locust,robinia,pseudoacacia
tilia tomentosa ,silver linden,tilia,tomentosa
pyrus calleryana,cleveland select pear,pyrus,calleryana
chionanthus retusus,chinese fringetree,chionanthus,retusus
carya illinoinensis,pecan hickory,carya,illinoinensis
quercus marcocarpa,bur oak,quercus,marcocarpa
ulmus ,homestead elm,NA,NA
magnolia ,butterfly magnolia,NA,NA
gleditsia triacanthos,thornless honey locust,gleditsia,triacanthos
ulmus parvifolia ,allee elm,ulmus,parvifolia
cercis canadensis ,heart of gold redbud,cercis,canadensis
acer truncatum ,norwegian sunset maple,acer,truncatum
thuja plicata,arborvitae green giant,thuja,plicata
cercis canadensis ,white redbud,cercis,canadensis
cerics canadensis ,heart of gold redbud,cerics,canadensis
ilex opaca ,greenleaf holly,ilex,opaca
acer freemanii ,armstrong maple,acer,freemanii
viburnum dentatum,southern arrowwood viburnum,viburnum,dentatum
acer buergerianum,trident maple,acer,buergerianum
pruus kanzan,kwanzan cherry,pruus,kanzan
viburnum rhytidophyllum,leatherleaf viburnum,viburnum,rhytidophyllum
thuja plicata,arbotvitae green giant,thuja,plicata
syrigna reticulata,ivory silk tree,syrigna,reticulata
carya glabra,shagbark hickory,carya,glabra
diospryos virginiana,persimmon,diospryos,virginiana
gymnocladus diocus,kentucky coffee tree,gymnocladus,diocus
cercis canadensis,redbud,cercis,canadensis
gynocladus dioicus,kentucky coffee tree,gynocladus,dioicus
quercua alba,white oak,quercua,alba
carprinus caroliniana,hornbeam,carprinus,caroliniana
platanus acerfolia,london planetree,platanus,acerfolia
cladrastis kentukea,kentucky yellowwood,cladrastis,kentukea
ostyra virginiana,hophornbeam,ostyra,virginiana
amelanchier grandifolia,serviceberry,amelanchier,grandifolia
magnolia soulangeana,saucer magnolia,magnolia,soulangeana
ulmus americana ,jefferson elm,ulmus,americana
stewartia ovata,mountain stewartia,stewartia,ovata
carya illnoinensis,pecan,carya,illnoinensis
malus ,crabapple,NA,NA
ulmus parvifolia,chinese elm tree,ulmus,parvifolia
ginkgo biloba,maidenhair tree,ginkgo,biloba
quercus suber,cork oak,quercus,suber
fraxinus velutina ,modesto ash,fraxinus,velutina
pyrus calleryana ,aristocrat flowering pear,pyrus,calleryana
pyrus kawakamii,evergreen flowering pear,pyrus,kawakamii
lagerstroemia ,tuscarora crape myrtle,NA,NA
acer rubrum,red maple ,acer,rubrum
liquidambar styraciflua,american sweet gum,liquidambar,styraciflua
cinnamomum camphora,camphor tree,cinnamomum,camphora
schinus molle,california pepper tree,schinus,molle
prunus dulcis,almond,prunus,dulcis
quercus agrifolia,coast live oak,quercus,agrifolia
fraxinus angustifolia oxycarpa,raywood ash,fraxinus,angustifolia
fraxinus americana,autumn purple ash,fraxinus,americana
quercus species,oak species,quercus,species
tristaniopsis laurina,water gum tree,tristaniopsis,laurina
acacia species,acacia species,acacia,species
lagerstroemia ,muskogee crape myrtle,NA,NA
jacaranda mimosifolia,jacaranda,jacaranda,mimosifolia
quercus texana,texas red oak; nuttall oak,quercus,texana
platanus x hispanica ,london plane ,platanus,hispanica
quercus ilex,holly oak,quercus,ilex
fraxinus uhdei,shamel ash,fraxinus,uhdei
arbutus ,marina arbutus,NA,NA
sequoia sempervirens,coast redwood,sequoia,sempervirens
prunus persica,peach tree,prunus,persica
morus alba,fruitless mulberry tree,morus,alba
quercus lobata,valley oak,quercus,lobata
pyrus calleryana ,bradford flowering pear,pyrus,calleryana
citrus sinensis,various citrus trees,citrus,sinensis
quercus frainetto ,forest green oak,quercus,frainetto
phoenix canariensis,canary island date palm,phoenix,canariensis
eriobotrya deflexa,bronze loquat,eriobotrya,deflexa
quercus frainetto,forest green oak,quercus,frainetto
koelreuteria bipinnata,chinese flame tree,koelreuteria,bipinnata
maytenus boaria,mayten tree,maytenus,boaria
juglans,walnut,NA,NA
malus domestica,edible apple species,malus,domestica
quercus buckeyi,texas red oak,quercus,buckeyi
melaleuca bracteata,black tea tree,melaleuca,bracteata
pyrus calleryana ,chanticleer flowering pear,pyrus,calleryana
prunus species,stone fruit species,prunus,species
lophostemon confertus,brisbane box tree,lophostemon,confertus
geijera parviflora,australian willow,geijera,parviflora
washingtonia robusta,mexican fan palm,washingtonia,robusta
lagerstroemia ,nanchez crape myrtle,NA,NA
fraxinus americana ,autumn purple ash,fraxinus,americana
pyrus calleryana,ornamental pear,pyrus,calleryana
citrus limon,lemon,citrus,limon
pinus halepensis,aleppo pine,pinus,halepensis
syagrus romanzoffianum,queen palm,syagrus,romanzoffianum
ligustrum lucidum,glossy privet,ligustrum,lucidum
lagerstroemia indica,crape myrtle,lagerstroemia,indica
persea americana,avocado tree,persea,americana
ligustrum japonicum,japanese privet,ligustrum,japonicum
eriobotrya japonica,edible loquat,eriobotrya,japonica
albizia julibrissin,silk tree,albizia,julibrissin
diospyros kaki,japanese persimmon,diospyros,kaki
crataegus laevigata,english hawthorn,crataegus,laevigata
eucalyptus species,eucalyptus species,eucalyptus,species
arbutus unedo,strawberry tree,arbutus,unedo
stump,stump,NA,NA
olea europaea,olive tree,olea,europaea
acacia baileyana,bailey acacia,acacia,baileyana
punica granatum,pomegranate,punica,granatum
melaleuca linariifolia,flaxleaf paperbark,melaleuca,linariifolia
grevillea robusta,silk oak,grevillea,robusta
prunus caroliniana,carolina laurel cherry,prunus,caroliniana
pittosporum undulatum,victorian box,pittosporum,undulatum
celtis occidentalis,common hackberry,celtis,occidentalis
psidium guajava,guava,psidium,guajava
